dtg,mac,rssi,ssid,oui
"2015-10-04 17:02:58.494540",00:24:1d:bb:07:4d,-85,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:02:58.516211",00:24:1d:bb:07:4d,-85,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:04:31.444356",8a:ec:b8:2f:15:49,-81,<None>,"Admin OUI"
"2015-10-04 17:04:40.754569",4c:cb:f5:eb:ed:b7,-79,TWCWiFi,"zte corporation"
"2015-10-04 17:04:59.107061",c8:aa:21:44:04:39,-79,<None>,"ARRIS Group, Inc."
"2015-10-04 17:05:09.064688",10:a5:d0:1a:d6:0d,-85,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-04 17:05:10.728411",40:f0:2f:e6:32:63,-83,<None>,"Liteon Technology Corporation"
"2015-10-04 17:06:23.908229",40:f0:2f:e6:32:63,-85,<None>,"Liteon Technology Corporation"
"2015-10-04 17:07:05.222068",b0:45:19:df:b3:39,-81,optimumwifi,"TCT mobile ltd"
"2015-10-04 17:07:05.244132",b0:45:19:df:b3:39,-79,FAMES,"TCT mobile ltd"
"2015-10-04 17:07:05.276387",b0:45:19:df:b3:39,-81,optimumwifi,"TCT mobile ltd"
"2015-10-04 17:07:05.294602",b0:45:19:df:b3:39,-81,FAMES,"TCT mobile ltd"
"2015-10-04 17:08:06.292186",00:1d:7d:4b:60:c5,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:08:06.314177",00:1d:7d:4b:60:c5,-81,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:08:54.403039",e4:92:fb:57:88:b9,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-04 17:09:02.422937",00:73:8d:84:f5:4c,-81,<None>,"Tinno Mobile Technology Corp"
"2015-10-04 17:09:52.738453",d4:f4:6f:1d:b6:11,-79,"David's Wi-Fi Network",Error
"2015-10-04 17:12:27.600536",86:25:47:30:c5:c4,-81,belkin.908.guests,"Admin OUI"
"2015-10-04 17:13:24.705652",a8:66:7f:af:df:7b,-83,<None>,"Apple, Inc."
"2015-10-04 17:14:32.913874",4a:0c:c8:c1:46:8c,-81,<None>,"Admin OUI"
"2015-10-04 17:14:33.710570",98:e0:d9:68:eb:cd,-81,<None>,Apple
"2015-10-04 17:14:42.149968",98:e0:d9:68:eb:cd,-79,<None>,Apple
"2015-10-04 17:14:49.753052",98:e0:d9:68:eb:cd,-81,<None>,Apple
"2015-10-04 17:14:57.180623",98:e0:d9:68:eb:cd,-81,<None>,Apple
"2015-10-04 17:14:57.203949",98:e0:d9:68:eb:cd,-83,<None>,Apple
"2015-10-04 17:14:57.792854",f0:99:bf:20:15:89,-81,<None>,Apple
"2015-10-04 17:15:00.980865",98:e0:d9:68:eb:cd,-81,<None>,Apple
"2015-10-04 17:15:01.003270",98:e0:d9:68:eb:cd,-81,<None>,Apple
"2015-10-04 17:15:03.657921",ea:0b:1f:3b:f8:db,-81,<None>,"Admin OUI"
"2015-10-04 17:15:42.954806",da:a1:19:23:dc:e2,-79,<None>,"Admin OUI"
"2015-10-04 17:16:21.657886",a0:99:9b:12:05:c1,-79,<None>,Apple
"2015-10-04 17:16:21.698392",a0:99:9b:12:05:c1,-77,<None>,Apple
"2015-10-04 17:16:25.581445",a0:99:9b:12:05:c1,-83,<None>,Apple
"2015-10-04 17:16:25.622080",a0:99:9b:12:05:c1,-81,<None>,Apple
"2015-10-04 17:16:29.564407",a0:99:9b:12:05:c1,-81,<None>,Apple
"2015-10-04 17:17:02.359427",f4:09:d8:af:88:f9,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 17:17:02.382605",f4:09:d8:af:88:f9,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 17:17:22.133100",40:f0:2f:e6:32:63,-81,<None>,"Liteon Technology Corporation"
"2015-10-04 17:17:22.163078",40:f0:2f:e6:32:63,-83,<None>,"Liteon Technology Corporation"
"2015-10-04 17:19:58.465382",78:4b:87:ff:dc:8b,-81,<None>,Error
"2015-10-04 17:19:58.825735",78:4b:87:ff:dc:8b,-81,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-04 17:21:38.637426",b0:45:19:cb:ca:d6,-83,<None>,"TCT mobile ltd"
"2015-10-04 17:22:14.299615",10:68:3f:89:58:23,-83,<None>,"LG Electronics"
"2015-10-04 17:22:50.620480",1c:56:fe:79:d4:8a,-81,<None>,"Motorola Mobility LLC, a Lenovo Company"
"2015-10-04 17:22:54.593815",0e:c8:bc:04:a9:2c,-83,<None>,"Admin OUI"
"2015-10-04 17:22:56.707840",0e:c8:bc:04:a9:2c,-81,<None>,"Admin OUI"
"2015-10-04 17:23:04.606710",80:be:05:71:1b:70,-81,nyu,Apple
"2015-10-04 17:27:36.584581",4c:7c:5f:99:e4:93,-81,<None>,Apple
"2015-10-04 17:27:36.605726",4c:7c:5f:99:e4:93,-85,<None>,Apple
"2015-10-04 17:27:44.279784",4c:7c:5f:99:e4:93,-81,<None>,Apple
"2015-10-04 17:28:41.518813",4c:7c:5f:99:e4:93,-81,<None>,Apple
"2015-10-04 17:31:59.873614",fa:58:b0:f7:d8:08,-77,<None>,"Admin OUI"
"2015-10-04 17:32:10.470008",a0:99:9b:12:05:c1,-81,<None>,Apple
"2015-10-04 17:34:12.939055",40:f0:2f:e6:32:63,-81,<None>,"Liteon Technology Corporation"
"2015-10-04 17:34:15.050436",40:f0:2f:e6:32:63,-81,<None>,"Liteon Technology Corporation"
"2015-10-04 17:34:30.982565",40:f0:2f:e6:32:63,-83,<None>,"Liteon Technology Corporation"
"2015-10-04 17:34:31.011568",40:f0:2f:e6:32:63,-83,<None>,"Liteon Technology Corporation"
"2015-10-04 17:35:04.690209",40:f0:2f:e6:32:63,-79,<None>,"Liteon Technology Corporation"
"2015-10-04 17:35:22.679756",90:b6:86:83:3d:22,-81,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-04 17:35:22.772237",90:b6:86:83:3d:22,-83,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-04 17:38:06.334581",6c:f0:49:48:90:ab,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:38:07.904987",6c:f0:49:48:90:ab,-85,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:38:15.298536",6c:f0:49:48:90:ab,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:38:20.616634",6c:f0:49:48:90:ab,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:38:39.593940",6c:f0:49:48:90:ab,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:03.711687",ee:52:6a:16:79:23,-79,<None>,"Admin OUI"
"2015-10-04 17:39:03.855816",3a:60:51:82:0e:b6,-79,<None>,"Admin OUI"
"2015-10-04 17:39:33.131835",00:1a:4d:3f:b2:88,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:33.155048",00:1a:4d:3f:b2:88,-83,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:42.019094",00:1a:4d:3f:b2:88,-81,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:42.042873",00:1a:4d:3f:b2:88,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:42.064380",00:1a:4d:3f:b2:88,-83,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:42.088100",00:1a:4d:3f:b2:88,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:42.106451",00:1a:4d:3f:b2:88,-81,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:46.598655",00:1a:4d:3f:b2:88,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:39:46.626786",00:1a:4d:3f:b2:88,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 17:40:55.386976",90:8d:6c:8d:26:08,-79,<None>,Apple
"2015-10-04 17:40:55.408996",90:8d:6c:8d:26:08,-83,<None>,Apple
"2015-10-04 17:46:39.269561",3a:99:32:46:04:54,-79,<None>,"Admin OUI"
"2015-10-04 17:48:48.021248",78:4b:87:ff:71:05,-79,TWCWiFi,"Murata Manufacturing Co.,Ltd."
"2015-10-04 17:51:24.595554",d4:37:d7:59:c0:23,-81,<None>,Error
"2015-10-04 17:51:24.843960",d4:37:d7:59:c0:23,-83,<None>,"zte corporation"
"2015-10-04 17:51:24.873720",d4:37:d7:59:c0:23,-81,<None>,"zte corporation"
"2015-10-04 17:52:14.492429",fc:e9:98:1d:32:e0,-77,nyu,Apple
"2015-10-04 17:52:34.671550",f0:db:e2:8d:6c:b8,-83,<None>,Apple
"2015-10-04 17:52:34.690801",f0:db:e2:8d:6c:b8,-83,<None>,Apple
"2015-10-04 17:53:24.841549",d4:6e:5c:f1:38:a3,-79,U10C022D8,"Huawei Technologies Co., Ltd"
"2015-10-04 17:53:24.861414",d4:6e:5c:f1:38:a3,-81,CAPONE,"Huawei Technologies Co., Ltd"
"2015-10-04 17:53:24.884011",d4:6e:5c:f1:38:a3,-79,U10C022D8,"Huawei Technologies Co., Ltd"
"2015-10-04 17:53:24.905140",d4:6e:5c:f1:38:a3,-81,CAPONE,"Huawei Technologies Co., Ltd"
"2015-10-04 17:54:21.056157",f0:db:e2:8d:6c:b8,-79,<None>,Apple
"2015-10-04 17:54:21.075783",f0:db:e2:8d:6c:b8,-79,<None>,Apple
"2015-10-04 17:54:22.725265",b0:45:19:ce:22:84,-83,<None>,"TCT mobile ltd"
"2015-10-04 17:54:22.816558",b0:45:19:ce:22:84,-83,<None>,"TCT mobile ltd"
"2015-10-04 17:57:15.341282",9c:f3:87:20:dc:cf,-81,<None>,Apple
"2015-10-04 17:57:23.836049",fc:e9:98:1d:32:e0,-71,nyu,Apple
"2015-10-04 17:57:33.120178",fc:e9:98:1d:32:e0,-81,nyu,Apple
"2015-10-04 17:57:36.646288",18:f6:43:83:40:4f,-81,<None>,Apple
"2015-10-04 17:57:36.665375",18:f6:43:83:40:4f,-81,<None>,Apple
"2015-10-04 17:58:53.630223",96:bd:09:ee:fa:49,-81,<None>,"Admin OUI"
"2015-10-04 18:02:55.595166",e8:50:8b:00:39:10,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:03:48.734239",00:80:48:7b:51:bb,-85,<None>,"COMPEX INCORPORATED"
"2015-10-04 18:05:09.490910",c0:bd:d1:a7:12:de,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:06:06.176147",78:4b:87:6e:6c:38,-81,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-04 18:06:06.194650",78:4b:87:6e:6c:38,-81,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-04 18:07:49.445314",9c:fc:01:5d:90:a7,-81,nyu,"Apple Inc"
"2015-10-04 18:08:18.182662",c0:bd:d1:a7:12:de,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:08:35.801332",64:09:80:ca:85:c5,-81,<None>,"XIAOMI Electronics,CO.,LTD"
"2015-10-04 18:08:35.823192",64:09:80:ca:85:c5,-81,<None>,"XIAOMI Electronics,CO.,LTD"
"2015-10-04 18:08:35.845525",64:09:80:ca:85:c5,-79,<None>,"XIAOMI Electronics,CO.,LTD"
"2015-10-04 18:09:21.200597",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:11:53.632582",48:e9:f1:c2:dd:db,-83,<None>,Apple
"2015-10-04 18:12:14.522269",64:09:80:ca:85:c5,-83,<None>,"XIAOMI Electronics,CO.,LTD"
"2015-10-04 18:12:19.071300",6e:44:0c:ed:9b:59,-83,<None>,"Admin OUI"
"2015-10-04 18:12:19.094755",6e:44:0c:ed:9b:59,-79,<None>,"Admin OUI"
"2015-10-04 18:13:20.571409",60:f8:1d:a3:3e:09,-83,nyu,Apple
"2015-10-04 18:13:54.616252",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:13:54.634492",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:16:04.569234",0c:e7:25:8b:a3:88,-83,<None>,"Microsoft Corporation"
"2015-10-04 18:16:11.499436",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:19:52.594751",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:21:16.827883",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:21:18.065071",00:1a:4d:3e:2b:60,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 18:23:52.220103",bc:d1:d3:7d:9b:89,-81,<None>,"Tinno Mobile Technology Corp"
"2015-10-04 18:23:53.029676",bc:d1:d3:7d:9b:89,-83,<None>,"Tinno Mobile Technology Corp"
"2015-10-04 18:27:14.913936",c0:f2:fb:30:a5:d6,-79,nyu,Apple
"2015-10-04 18:27:50.046672",90:f4:c1:07:8b:55,-79,<None>,"Rand McNally"
"2015-10-04 18:28:41.531598",1c:99:4c:4d:cd:1f,-83,<None>,"Murata Manufactuaring Co.,Ltd."
"2015-10-04 18:29:34.552059",a0:39:f7:5c:e5:eb,-81,<None>,"LG Electronics (Mobile Communications)"
"2015-10-04 18:31:12.436128",00:1a:4d:3f:ae:98,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 18:32:33.809442",c2:d0:63:03:92:bd,-83,<None>,"Admin OUI"
"2015-10-04 18:33:18.215855",ec:1f:72:a8:55:74,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:33:19.166523",98:f1:70:9e:40:0f,-81,<None>,Error
"2015-10-04 18:33:34.136790",36:01:3f:34:ee:c0,-81,<None>,"Admin OUI"
"2015-10-04 18:35:26.566084",4c:7c:5f:7e:84:cc,-81,<None>,Apple
"2015-10-04 18:36:33.330557",78:d7:5f:12:74:0b,-81,nyu,"Apple, Inc."
"2015-10-04 18:36:50.835526",4c:7c:5f:7e:84:cc,-81,<None>,Apple
"2015-10-04 18:36:50.859340",4c:7c:5f:7e:84:cc,-83,<None>,Apple
"2015-10-04 18:36:58.643252",e4:90:7e:d7:3f:a9,-81,<None>,"Motorola Mobility LLC, a Lenovo Company"
"2015-10-04 18:37:07.377567",4c:7c:5f:7e:84:cc,-79,<None>,Apple
"2015-10-04 18:37:07.980716",4c:7c:5f:7e:84:cc,-81,<None>,Apple
"2015-10-04 18:37:11.451728",4c:7c:5f:7e:84:cc,-83,<None>,Apple
"2015-10-04 18:37:47.321616",52:3a:43:64:6c:aa,-81,<None>,"Admin OUI"
"2015-10-04 18:38:30.392063",0a:0a:2c:76:a0:8f,-83,<None>,"Admin OUI"
"2015-10-04 18:38:44.644127",d0:03:4b:cb:a4:15,-81,<None>,"Apple Inc"
"2015-10-04 18:38:48.105280",d0:03:4b:cb:a4:15,-79,FiOS-7XM0R,"Apple Inc"
"2015-10-04 18:38:50.087228",70:3e:ac:85:58:1a,-81,<None>,Apple
"2015-10-04 18:38:50.107754",70:3e:ac:85:58:1a,-81,<None>,Apple
"2015-10-04 18:41:03.933240",b4:79:a7:0f:15:2b,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:41:03.956426",b4:79:a7:0f:15:2b,-79,"putnams public","Samsung Electro Mechanics co., LTD."
"2015-10-04 18:41:03.974859",b4:79:a7:0f:15:2b,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:41:17.293626",32:3f:0a:5d:78:d0,-81,<None>,"Admin OUI"
"2015-10-04 18:41:27.137934",34:fc:ef:c0:39:80,-83,<None>,"LG Electronics"
"2015-10-04 18:41:27.160861",34:fc:ef:c0:39:80,-81,<None>,"LG Electronics"
"2015-10-04 18:41:27.182147",34:fc:ef:c0:39:80,-83,<None>,"LG Electronics"
"2015-10-04 18:41:27.204516",34:fc:ef:c0:39:80,-81,<None>,"LG Electronics"
"2015-10-04 18:41:27.225328",34:fc:ef:c0:39:80,-81,<None>,"LG Electronics"
"2015-10-04 18:41:56.326205",86:85:cb:b2:ef:7b,-81,<None>,"Admin OUI"
"2015-10-04 18:41:56.345721",86:85:cb:b2:ef:7b,-81,<None>,"Admin OUI"
"2015-10-04 18:43:04.334233",94:eb:cd:d8:c5:66,-83,Roxy,"Research In Motion Limited"
"2015-10-04 18:43:07.574191",cc:3a:61:2a:7d:75,-81,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD."
"2015-10-04 18:43:23.190795",10:08:b1:b3:59:27,-85,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:44:01.680776",70:14:a6:0e:c8:2a,-85,<None>,"Apple, Inc."
"2015-10-04 18:44:01.704763",70:14:a6:0e:c8:2a,-79,<None>,"Apple, Inc."
"2015-10-04 18:44:28.041419",ca:d7:51:49:8b:5f,-81,<None>,"Admin OUI"
"2015-10-04 18:44:40.571538",70:14:a6:0e:c8:2a,-79,"Gutter Network","Apple, Inc."
"2015-10-04 18:44:40.594653",70:14:a6:0e:c8:2a,-81,<None>,"Apple, Inc."
"2015-10-04 18:44:40.616925",70:14:a6:0e:c8:2a,-79,"Gutter Network","Apple, Inc."
"2015-10-04 18:44:40.635430",70:14:a6:0e:c8:2a,-81,<None>,"Apple, Inc."
"2015-10-04 18:45:34.774837",90:8d:6c:be:fe:35,-83,<None>,Apple
"2015-10-04 18:46:03.975419",fc:e9:98:e9:42:2b,-83,DowntownBrooklynWiFi_Fon,Apple
"2015-10-04 18:46:27.516177",90:8d:6c:be:fe:35,-79,<None>,Apple
"2015-10-04 18:46:27.542369",90:8d:6c:be:fe:35,-79,<None>,Apple
"2015-10-04 18:46:59.655472",90:8d:6c:be:fe:35,-81,<None>,Apple
"2015-10-04 18:47:03.615842",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:47:04.205827",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:49:30.675730",c0:bd:d1:7f:dd:8a,-81,U10CO223A,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:49:30.698346",c0:bd:d1:7f:dd:8a,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:49:42.234018",10:41:7f:c7:fc:95,-83,<None>,"Apple Inc"
"2015-10-04 18:49:52.153177",c0:bd:d1:7f:dd:8a,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:49:52.187445",c0:bd:d1:7f:dd:8a,-79,U10CO223A,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:49:52.206280",c0:bd:d1:7f:dd:8a,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:50:03.448494",c0:bd:d1:7f:dd:8a,-83,homedepot,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:50:18.324347",c0:bd:d1:78:5a:a4,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:50:34.917841",e8:50:8b:2c:bd:e7,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 18:53:54.681318",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:54:05.198683",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:54:35.672595",34:bb:26:f3:f6:61,-79,<None>,"Motorola Mobility LLC"
"2015-10-04 18:54:41.862233",36:83:17:de:74:4d,-77,<None>,"Admin OUI"
"2015-10-04 18:54:47.292833",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:55:53.901571",0e:86:c0:90:c9:09,-79,<None>,"Admin OUI"
"2015-10-04 18:56:08.628798",4c:7c:5f:b1:69:63,-83,12345678,Apple
"2015-10-04 18:56:08.651292",4c:7c:5f:b1:69:63,-83,<None>,Apple
"2015-10-04 18:56:08.673096",4c:7c:5f:b1:69:63,-83,12345678,Apple
"2015-10-04 18:56:08.732580",4c:7c:5f:b1:69:63,-83,<None>,Apple
"2015-10-04 18:56:11.550521",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 18:56:38.506781",4c:7c:5f:b1:69:63,-81,12345678,Apple
"2015-10-04 18:56:38.525973",4c:7c:5f:b1:69:63,-79,12345678,Apple
"2015-10-04 18:56:39.262694",4c:7c:5f:b1:69:63,-79,12345678,Apple
"2015-10-04 18:56:41.012780",4c:7c:5f:b1:69:63,-81,<None>,Apple
"2015-10-04 18:56:41.069840",4c:7c:5f:b1:69:63,-81,<None>,Apple
"2015-10-04 18:56:44.815130",4c:7c:5f:b1:69:63,-81,12345678,Apple
"2015-10-04 18:56:44.838116",4c:7c:5f:b1:69:63,-79,12345678,Apple
"2015-10-04 18:56:45.448729",4c:7c:5f:b1:69:63,-77,12345678,Apple
"2015-10-04 18:56:47.179551",4c:7c:5f:b1:69:63,-79,<None>,Apple
"2015-10-04 18:56:47.236941",4c:7c:5f:b1:69:63,-79,<None>,Apple
"2015-10-04 18:56:50.936672",4c:7c:5f:b1:69:63,-79,12345678,Apple
"2015-10-04 18:56:50.955412",4c:7c:5f:b1:69:63,-81,12345678,Apple
"2015-10-04 18:56:51.571313",4c:7c:5f:b1:69:63,-81,12345678,Apple
"2015-10-04 18:56:51.593640",4c:7c:5f:b1:69:63,-83,12345678,Apple
"2015-10-04 18:57:13.401821",4c:7c:5f:b1:69:63,-79,12345678,Apple
"2015-10-04 18:57:31.676534",9c:d9:17:4a:bf:df,-83,shakanet-free,"Motorola Mobility LLC"
"2015-10-04 18:58:42.497575",4c:7c:5f:b1:69:63,-79,<None>,Apple
"2015-10-04 19:02:08.894378",e8:50:8b:18:e9:ae,-83,belkin.ff8,"Samsung Electro Mechanics co., LTD."
"2015-10-04 19:03:23.209254",10:08:b1:b3:59:27,-85,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:04:02.615915",5a:5a:e1:3e:4f:df,-81,"Soweto Hotel Guest Internet","Admin OUI"
"2015-10-04 19:04:36.025415",00:66:4b:2e:76:15,-81,xfinitywifi,"Huawei Technologies Co., Ltd"
"2015-10-04 19:04:36.047825",00:66:4b:2e:76:15,-81,linksys,"Huawei Technologies Co., Ltd"
"2015-10-04 19:04:56.900591",00:24:1d:bb:07:25,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:04:56.923565",00:24:1d:bb:07:25,-81,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:04:56.949847",00:24:1d:bb:07:25,-81,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:05.973018",00:24:1d:bb:07:25,-83,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:11.382728",00:24:1d:bb:07:25,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:13.570195",00:24:1d:bb:07:25,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:14.220463",e8:50:8b:18:e9:ae,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 19:05:14.244301",e8:50:8b:18:e9:ae,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-04 19:05:31.059774",00:24:1d:bb:07:25,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:31.084875",00:24:1d:bb:07:25,-81,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:05:43.958617",00:24:1d:bb:07:25,-83,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:07:03.131015",fa:ec:db:91:e7:7c,-83,<None>,"Admin OUI"
"2015-10-04 19:07:56.961326",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:07:58.667056",90:b6:86:84:1d:46,-85,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-04 19:09:24.917226",e0:75:0a:f3:d4:db,-79,<None>,"ALPS ERECTORIC CO.,LTD."
"2015-10-04 19:09:24.936888",e0:75:0a:f3:d4:db,-81,<None>,"ALPS ERECTORIC CO.,LTD."
"2015-10-04 19:09:24.956923",e0:75:0a:f3:d4:db,-79,<None>,"ALPS ERECTORIC CO.,LTD."
"2015-10-04 19:09:53.083012",10:08:b1:b3:59:27,-79,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:14:37.322624",e0:cb:1d:4f:73:aa,-81,"Quist House2-5G",Error
"2015-10-04 19:14:37.472715",e0:cb:1d:4f:73:aa,-81,"Quist House ",PRIVATE
"2015-10-04 19:15:10.103156",00:73:8d:84:d3:d9,-81,<None>,"Tinno Mobile Technology Corp"
"2015-10-04 19:15:10.126125",00:73:8d:84:d3:d9,-77,<None>,"Tinno Mobile Technology Corp"
"2015-10-04 19:17:55.600902",be:3b:4d:6c:e5:e5,-83,<None>,"Admin OUI"
"2015-10-04 19:18:39.703919",f0:6b:ca:49:b3:6d,-81,<None>,Error
"2015-10-04 19:18:48.349202",a0:99:9b:41:65:ad,-83,"Casa McDel",Apple
"2015-10-04 19:19:42.462637",b0:45:19:3c:fc:e5,-79,<None>,"TCT mobile ltd"
"2015-10-04 19:19:42.489486",b0:45:19:3c:fc:e5,-81,<None>,"TCT mobile ltd"
"2015-10-04 19:20:28.382917",1c:99:4c:50:86:8b,-79,<None>,"Murata Manufactuaring Co.,Ltd."
"2015-10-04 19:21:17.682372",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:22:31.960730",00:1a:4d:3e:2f:df,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-04 19:23:34.691978",10:08:b1:b3:59:27,-83,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:23:45.217169",10:08:b1:b3:59:27,-81,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-04 19:25:38.330326",18:f6:43:7d:27:d5,-81,<None>,Error
"2015-10-04 19:25:42.370649",18:f6:43:7d:27:d5,-81,<None>,Apple
"2015-10-04 19:25:42.392788",18:f6:43:7d:27:d5,-83,<None>,Apple
"2015-10-04 19:25:47.411780",52:0d:da:7a:8e:2d,-81,<None>,"Admin OUI"
"2015-10-04 19:25:50.138276",18:f6:43:7d:27:d5,-83,<None>,Apple
"2015-10-04 19:26:01.375963",18:f6:43:7d:27:d5,-81,<None>,Apple
"2015-10-04 19:27:43.116526",04:f7:e4:0e:a4:61,-85,<None>,Apple
"2015-10-04 19:27:50.715281",04:f7:e4:0e:a4:61,-81,<None>,Apple
"2015-10-04 19:35:46.145838",d4:f4:6f:e6:e4:06,-79,<None>,Apple
"2015-10-04 19:36:32.027529",00:61:71:60:5a:6c,-79,TWCWiFi,Apple
