dtg,count
"2015-10-02 11:20:27.275267",1
"2015-10-02 11:21:59.648300",1
"2015-10-02 11:27:09.788914",1
"2015-10-02 11:27:57.411797",1
"2015-10-02 11:32:36.640271",1
"2015-10-02 11:32:59.300216",1
"2015-10-02 11:35:04.148081",1
"2015-10-02 11:37:48.011308",1
"2015-10-02 11:42:56.073314",1
"2015-10-02 11:44:26.367977",1
"2015-10-02 11:45:59.244042",1
"2015-10-02 11:46:18.404100",1
"2015-10-02 11:46:31.466835",1
"2015-10-02 11:49:43.069361",1
"2015-10-02 11:57:20.295401",1
"2015-10-02 12:25:12.564578",1
"2015-10-02 12:26:47.968089",1
"2015-10-02 12:27:10.532746",1
"2015-10-02 12:28:55.115504",1
"2015-10-02 12:32:02.092657",1
"2015-10-02 12:36:26.575818",1
"2015-10-02 12:38:18.538706",1
"2015-10-02 12:41:12.304218",1
"2015-10-02 12:42:51.068313",1
"2015-10-02 12:42:57.401327",1
"2015-10-02 12:45:35.623673",1
"2015-10-02 12:45:55.124207",1
"2015-10-02 12:48:53.684648",1
"2015-10-02 12:49:41.318220",1
"2015-10-02 12:50:04.926696",1
"2015-10-02 12:54:11.570659",1
"2015-10-02 12:54:23.263106",1
"2015-10-02 12:54:39.047987",1
"2015-10-02 12:59:19.855275",1
"2015-10-02 13:02:07.717708",1
"2015-10-02 13:03:55.982541",1
"2015-10-02 13:09:27.626025",1
"2015-10-02 13:10:09.687457",1
"2015-10-02 13:10:16.011677",1
"2015-10-02 13:10:46.109856",1
"2015-10-02 13:15:19.209747",1
"2015-10-02 13:17:55.604760",1
"2015-10-02 13:18:43.035266",1
"2015-10-02 13:20:57.686070",1
"2015-10-02 13:21:04.123100",1
"2015-10-02 13:21:34.317712",1
"2015-10-02 13:21:45.279972",1
"2015-10-02 13:23:12.993833",1
"2015-10-02 13:23:41.415118",1
"2015-10-02 13:24:12.338569",1
"2015-10-02 13:27:10.736147",1
"2015-10-02 13:28:13.240805",1
"2015-10-02 13:28:19.533055",1
"2015-10-02 13:28:42.878354",1
"2015-10-02 13:29:11.298612",1
"2015-10-02 13:29:17.713773",1
"2015-10-02 13:30:42.512233",1
"2015-10-02 13:31:05.445615",1
"2015-10-02 13:31:21.238110",1
"2015-10-02 13:32:13.123665",1
"2015-10-02 13:32:25.310389",1
"2015-10-02 13:33:09.552328",1
"2015-10-02 13:36:25.871655",1
"2015-10-02 13:36:39.514550",1
"2015-10-02 13:37:25.829786",1
"2015-10-02 13:37:34.519044",1
"2015-10-02 13:37:45.128877",1
"2015-10-02 13:38:22.091664",1
"2015-10-02 13:39:03.138318",1
"2015-10-02 13:39:09.423172",1
"2015-10-02 13:40:14.424080",1
"2015-10-02 13:40:30.325450",1
"2015-10-02 13:40:39.339297",1
"2015-10-02 13:41:00.058168",1
"2015-10-02 13:41:19.618038",1
"2015-10-02 13:41:39.948947",1
"2015-10-02 13:42:04.251453",1
"2015-10-02 13:42:29.776815",1
"2015-10-02 13:44:41.208958",1
"2015-10-02 13:46:11.966264",1
"2015-10-02 13:49:36.917372",1
"2015-10-02 13:51:56.240508",1
"2015-10-02 13:55:03.974099",1
"2015-10-02 13:57:39.147828",1
"2015-10-02 13:59:58.072954",1
"2015-10-02 14:02:45.978588",1
"2015-10-02 14:06:11.433678",1
"2015-10-02 14:07:54.546776",1
"2015-10-02 14:12:03.696412",1
"2015-10-02 14:12:12.532276",1
"2015-10-02 14:13:23.668221",1
"2015-10-02 14:13:39.248836",1
"2015-10-02 14:13:45.888863",1
"2015-10-02 14:13:52.292673",1
"2015-10-02 14:13:58.654802",1
"2015-10-02 14:14:33.466962",1
"2015-10-02 14:15:26.520214",1
"2015-10-02 14:15:33.018319",1
"2015-10-02 14:15:40.200117",1
"2015-10-02 14:15:46.587365",1
"2015-10-02 14:15:57.667506",1
"2015-10-02 14:16:04.305940",1
"2015-10-02 14:16:10.816325",1
"2015-10-02 14:16:17.293975",1
"2015-10-02 14:16:26.452803",1
"2015-10-02 14:16:33.537398",1
"2015-10-02 14:16:51.238349",1
"2015-10-02 14:17:06.176020",1
"2015-10-02 14:17:20.936046",1
"2015-10-02 14:17:43.742379",1
"2015-10-02 14:18:20.169042",1
"2015-10-02 14:18:26.676780",1
"2015-10-02 14:18:33.187085",1
"2015-10-02 14:18:56.636812",1
"2015-10-02 14:19:04.851551",1
"2015-10-02 14:19:11.192662",1
"2015-10-02 14:19:55.197784",1
"2015-10-02 14:21:04.869983",1
"2015-10-02 14:21:22.509267",1
"2015-10-02 14:21:31.235626",1
"2015-10-02 14:23:41.002618",1
"2015-10-02 14:24:47.238188",1
"2015-10-02 14:25:02.007184",1
"2015-10-02 14:25:50.093717",1
"2015-10-02 14:26:36.288796",1
"2015-10-02 14:27:51.127004",1
"2015-10-02 14:27:59.268090",1
"2015-10-02 14:29:39.995089",1
"2015-10-02 14:29:57.662382",1
"2015-10-02 14:31:06.444615",1
"2015-10-02 14:31:50.144606",1
"2015-10-02 14:32:29.634792",1
"2015-10-02 14:32:42.421550",1
"2015-10-02 14:33:31.763142",1
"2015-10-02 14:33:38.289595",1
"2015-10-02 14:33:45.260210",1
"2015-10-02 14:33:52.051264",1
"2015-10-02 14:34:40.577391",1
"2015-10-02 14:35:53.286003",1
"2015-10-02 14:38:06.998497",1
"2015-10-02 14:39:26.992301",1
"2015-10-02 14:39:51.074870",1
"2015-10-02 14:43:17.574552",1
"2015-10-02 14:43:28.449048",1
"2015-10-02 14:44:21.690519",1
"2015-10-02 14:44:39.878723",1
"2015-10-02 14:45:37.107538",1
"2015-10-02 14:46:50.702602",1
"2015-10-02 14:48:11.459100",1
"2015-10-02 14:48:48.096962",1
"2015-10-02 14:49:23.460797",1
"2015-10-02 14:49:29.910061",1
"2015-10-02 14:51:07.296287",1
"2015-10-02 14:51:49.356010",1
"2015-10-02 14:51:55.689577",1
"2015-10-02 14:53:29.337995",1
"2015-10-02 14:55:27.620560",1
"2015-10-02 14:56:24.791679",1
"2015-10-02 14:56:48.404002",1
"2015-10-02 14:56:54.802211",1
"2015-10-02 14:58:15.220696",1
"2015-10-02 14:58:28.012207",1
"2015-10-02 14:59:27.477170",1
"2015-10-02 14:59:48.286070",1
"2015-10-02 15:00:25.293204",1
"2015-10-02 15:00:33.576858",1
"2015-10-02 15:01:43.716155",1
"2015-10-02 15:01:50.099817",1
"2015-10-02 15:02:01.789793",1
"2015-10-02 15:02:10.006902",1
"2015-10-02 15:07:12.693939",1
"2015-10-02 15:07:32.404416",1
"2015-10-02 15:09:47.119124",1
"2015-10-02 15:13:15.281793",1
"2015-10-02 15:13:21.656055",1
"2015-10-02 15:13:38.688347",1
"2015-10-02 15:14:19.748934",1
"2015-10-02 15:14:42.997735",1
"2015-10-02 15:15:32.952453",1
"2015-10-02 15:15:39.705356",1
"2015-10-02 15:15:46.278569",1
"2015-10-02 15:17:07.994034",1
"2015-10-02 15:17:25.040418",1
"2015-10-02 15:17:35.464777",1
"2015-10-02 15:19:34.718392",1
"2015-10-02 15:20:02.319644",1
"2015-10-02 15:22:56.183543",1
"2015-10-02 15:24:56.769325",1
"2015-10-02 15:25:03.189230",1
"2015-10-02 15:26:01.205122",1
"2015-10-02 15:26:40.146912",1
"2015-10-02 15:26:46.546136",1
"2015-10-02 15:27:40.727982",1
"2015-10-02 15:28:00.547015",1
"2015-10-02 15:28:50.645252",1
"2015-10-02 15:29:25.565556",1
"2015-10-02 15:31:16.099077",1
"2015-10-02 15:31:23.121684",1
"2015-10-02 15:31:30.572508",1
"2015-10-02 15:32:16.440794",1
"2015-10-02 15:35:43.657220",1
"2015-10-02 15:36:12.042397",1
"2015-10-02 15:37:10.474559",1
"2015-10-02 15:37:16.954548",1
"2015-10-02 15:39:09.209761",1
"2015-10-02 15:39:17.336922",1
"2015-10-02 15:39:23.737212",1
"2015-10-02 15:40:27.033455",1
"2015-10-02 15:40:49.870375",1
"2015-10-02 15:41:57.483539",1
"2015-10-02 15:42:04.243086",1
"2015-10-02 15:43:01.452653",1
"2015-10-02 15:43:21.202921",1
"2015-10-02 15:43:27.634176",1
"2015-10-02 15:43:34.049323",1
"2015-10-02 15:43:40.523028",1
"2015-10-02 15:43:55.954750",1
"2015-10-02 15:44:07.058009",1
"2015-10-02 15:44:13.469690",1
"2015-10-02 15:44:49.378868",1
"2015-10-02 15:44:55.770478",1
"2015-10-02 15:45:31.664569",1
"2015-10-02 15:45:53.825952",1
"2015-10-02 15:46:26.875439",1
"2015-10-02 15:48:00.346650",1
"2015-10-02 15:48:07.769568",1
"2015-10-02 15:50:28.374043",1
"2015-10-02 15:53:47.724308",1
"2015-10-02 15:54:08.049990",1
"2015-10-02 15:55:18.989667",1
"2015-10-02 15:55:39.039864",1
"2015-10-02 15:56:52.685208",1
"2015-10-02 16:02:02.872487",1
"2015-10-02 16:02:58.162894",1
"2015-10-02 16:03:47.743465",1
"2015-10-02 16:05:25.033754",1
"2015-10-02 16:06:33.959669",1
"2015-10-02 16:06:56.293317",1
"2015-10-02 16:07:02.754135",1
"2015-10-02 16:07:09.170639",1
"2015-10-02 16:07:15.654702",1
"2015-10-02 16:07:28.505299",1
"2015-10-02 16:08:00.640664",1
"2015-10-02 16:09:14.384234",1
"2015-10-02 16:09:20.796856",1
"2015-10-02 16:09:54.190182",1
"2015-10-02 16:10:13.961938",1
"2015-10-02 16:10:41.385139",1
"2015-10-02 16:14:17.585262",1
"2015-10-02 16:14:53.766457",1
"2015-10-02 16:15:03.155516",1
"2015-10-02 16:15:47.761808",1
"2015-10-02 16:16:01.016059",1
"2015-10-02 16:16:33.751093",1
"2015-10-02 16:18:26.298777",1
"2015-10-02 16:19:49.603976",1
"2015-10-02 16:19:56.218766",1
"2015-10-02 16:20:06.838357",1
"2015-10-02 16:21:25.688755",1
"2015-10-02 16:21:33.351894",1
"2015-10-02 16:21:40.895334",1
"2015-10-02 16:22:24.489440",1
"2015-10-02 16:23:07.387381",1
"2015-10-02 16:23:40.886164",1
"2015-10-02 16:24:11.867922",1
"2015-10-02 16:24:18.436600",1
"2015-10-02 16:24:52.076446",1
"2015-10-02 16:34:05.714737",1
"2015-10-02 16:34:31.083544",1
"2015-10-02 16:35:16.804224",1
"2015-10-02 16:37:25.210156",1
"2015-10-02 16:37:32.493553",1
"2015-10-02 16:38:39.963236",1
"2015-10-02 16:38:53.591302",1
"2015-10-02 16:39:19.950432",1
"2015-10-02 16:40:07.860559",1
"2015-10-02 16:40:14.398976",1
"2015-10-02 16:40:20.860442",1
"2015-10-02 16:41:56.626482",1
"2015-10-02 16:43:13.796475",1
"2015-10-02 16:44:35.907714",1
"2015-10-02 16:47:12.797179",1
"2015-10-02 16:48:40.809895",1
"2015-10-02 16:49:31.766275",1
"2015-10-02 16:53:57.441790",1
"2015-10-02 16:54:47.805427",1
"2015-10-02 16:56:22.455760",1
"2015-10-02 16:57:36.558230",1
"2015-10-02 16:57:52.657668",1
"2015-10-02 16:59:27.471362",1
"2015-10-02 17:01:29.794183",1
"2015-10-02 17:01:40.104120",1
"2015-10-02 17:02:00.731447",1
"2015-10-02 17:02:25.989233",1
"2015-10-02 17:02:32.453313",1
"2015-10-02 17:03:09.472317",1
"2015-10-02 17:03:25.252187",1
"2015-10-02 17:07:11.224859",1
"2015-10-02 17:09:57.513909",1
"2015-10-02 17:11:08.733308",1
"2015-10-02 17:13:35.744798",1
"2015-10-02 17:14:25.723941",1
"2015-10-02 17:16:03.872250",1
"2015-10-02 17:16:40.607065",1
"2015-10-02 17:17:52.926413",1
"2015-10-02 17:18:24.630609",1
"2015-10-02 17:19:23.738958",1
"2015-10-02 17:19:30.390442",1
"2015-10-02 17:19:45.622110",1
"2015-10-02 17:20:39.979990",1
"2015-10-02 17:21:30.840139",1
"2015-10-02 17:21:37.324012",1
"2015-10-02 17:24:46.040957",1
"2015-10-02 17:25:43.745648",1
"2015-10-02 17:25:50.232268",1
"2015-10-02 17:26:32.293455",1
"2015-10-02 17:26:55.013148",1
"2015-10-02 17:27:12.336947",1
"2015-10-02 17:30:38.677136",1
"2015-10-02 17:31:15.636675",1
"2015-10-02 17:31:47.107495",1
"2015-10-02 17:32:08.721783",1
"2015-10-02 17:32:45.402257",1
"2015-10-02 17:33:53.931912",1
"2015-10-02 17:34:44.801080",1
"2015-10-02 17:35:30.440346",1
"2015-10-02 17:35:36.919085",1
"2015-10-02 17:37:00.333509",1
"2015-10-02 17:40:31.806304",1
"2015-10-02 17:40:48.192476",1
"2015-10-02 17:41:37.046690",1
"2015-10-02 17:41:51.365447",1
"2015-10-02 17:43:14.579799",1
"2015-10-02 17:44:34.700467",1
"2015-10-02 17:44:53.425169",1
"2015-10-02 17:46:10.236535",1
"2015-10-02 17:46:36.050909",1
"2015-10-02 17:48:01.745634",1
"2015-10-02 17:48:18.910549",1
"2015-10-02 17:51:29.519117",1
"2015-10-02 17:53:54.693600",1
"2015-10-02 17:55:44.771462",1
"2015-10-02 17:56:36.774483",1
"2015-10-02 17:57:20.136469",1
"2015-10-02 17:58:18.244598",1
"2015-10-02 18:00:22.932762",1
"2015-10-02 18:00:29.768168",1
"2015-10-02 18:00:36.349328",1
"2015-10-02 18:00:42.861938",1
"2015-10-02 18:00:49.382475",1
"2015-10-02 18:00:55.908994",1
"2015-10-02 18:01:42.872520",1
"2015-10-02 18:01:58.579250",1
"2015-10-02 18:02:18.511179",1
"2015-10-02 18:02:25.151901",1
"2015-10-02 18:03:05.940541",1
"2015-10-02 18:03:25.472797",1
"2015-10-02 18:04:38.464733",1
"2015-10-02 18:04:48.154093",1
"2015-10-02 18:06:04.479744",1
"2015-10-02 18:06:11.057778",1
"2015-10-02 18:06:21.471491",1
"2015-10-02 18:08:45.716123",1
"2015-10-02 18:08:59.117725",1
"2015-10-02 18:10:38.272819",1
"2015-10-02 18:11:29.159105",1
"2015-10-02 18:13:59.892197",1
"2015-10-02 18:14:12.187141",1
"2015-10-02 18:14:18.762380",1
"2015-10-02 18:14:26.704311",1
"2015-10-02 18:14:33.643959",1
"2015-10-02 18:14:57.558117",1
"2015-10-02 18:15:51.484805",1
"2015-10-02 18:17:43.849144",1
"2015-10-02 18:17:50.576308",1
"2015-10-02 18:18:36.970302",1
"2015-10-02 18:19:18.361586",1
"2015-10-02 18:20:32.339777",1
"2015-10-02 18:20:57.096166",1
"2015-10-02 18:21:46.314431",1
"2015-10-02 18:21:57.571267",1
"2015-10-02 18:22:19.113295",1
"2015-10-02 18:22:37.058769",1
"2015-10-02 18:24:04.031956",1
"2015-10-02 18:25:09.271149",1
"2015-10-02 18:25:31.985084",1
"2015-10-02 18:27:15.774759",1
"2015-10-02 18:28:00.167171",1
"2015-10-02 18:28:53.784330",1
"2015-10-02 18:29:09.259825",1
"2015-10-02 18:29:16.184549",1
"2015-10-02 18:29:50.148560",1
"2015-10-02 18:30:22.101147",1
"2015-10-02 18:30:28.847406",1
"2015-10-02 18:30:56.200271",1
"2015-10-02 18:31:14.095480",1
"2015-10-02 18:31:45.486463",1
"2015-10-02 18:33:40.246117",1
"2015-10-02 18:34:00.506920",1
"2015-10-02 18:36:52.242852",1
"2015-10-02 18:37:13.701930",1
"2015-10-02 18:37:46.396745",1
"2015-10-02 18:37:56.598997",1
"2015-10-02 18:38:03.198012",1
"2015-10-02 18:38:34.704208",1
"2015-10-02 18:38:55.784523",1
"2015-10-02 18:39:27.893957",1
"2015-10-02 18:40:11.929960",1
"2015-10-02 18:43:04.076592",1
"2015-10-02 18:43:57.107098",1
"2015-10-02 18:44:23.287670",1
"2015-10-02 18:44:29.992347",1
"2015-10-02 18:45:40.756380",1
"2015-10-02 18:46:16.287061",1
"2015-10-02 18:47:11.987170",1
"2015-10-02 18:47:39.076745",1
"2015-10-02 18:48:30.386910",1
"2015-10-02 18:49:00.280209",1
"2015-10-02 18:49:31.490124",1
"2015-10-02 18:49:38.240871",1
"2015-10-02 18:50:10.775109",1
"2015-10-02 18:50:47.608324",1
"2015-10-02 18:51:37.922095",1
"2015-10-02 18:52:53.880526",1
"2015-10-02 18:54:17.882040",1
"2015-10-02 18:54:33.784072",1
"2015-10-02 18:54:40.362430",1
"2015-10-02 18:55:28.424938",1
"2015-10-02 18:55:38.702421",1
"2015-10-02 18:56:45.462899",1
"2015-10-02 18:57:02.971424",1
"2015-10-02 18:57:19.395399",1
"2015-10-02 18:58:47.139613",1
"2015-10-02 18:58:56.704840",1
"2015-10-02 18:59:25.310197",1
"2015-10-02 18:59:48.410785",1
"2015-10-02 19:00:19.815850",1
"2015-10-02 19:04:49.309273",1
"2015-10-02 19:07:35.784349",1
"2015-10-02 19:08:07.778121",1
"2015-10-02 19:13:02.603331",1
"2015-10-02 19:13:40.772251",1
"2015-10-02 19:16:33.030294",1
"2015-10-02 19:17:52.712993",1
"2015-10-02 19:19:05.024729",1
"2015-10-02 19:19:11.740055",1
"2015-10-02 19:19:18.520652",1
"2015-10-02 19:19:25.138253",1
"2015-10-02 19:19:53.658827",1
"2015-10-02 19:20:22.742255",1
"2015-10-02 19:20:34.164167",1
"2015-10-02 19:21:16.250985",1
"2015-10-02 19:22:39.573771",1
"2015-10-02 19:23:15.025599",1
"2015-10-02 19:23:23.202034",1
"2015-10-02 19:24:35.315253",1
"2015-10-02 19:28:12.723538",1
"2015-10-02 19:31:05.448508",1
"2015-10-02 19:33:44.492830",1
"2015-10-02 19:34:51.370077",1
"2015-10-02 19:36:44.660110",1
"2015-10-02 19:37:08.823980",1
"2015-10-02 19:38:32.754529",1
"2015-10-02 19:39:08.635433",1
"2015-10-02 19:40:59.432836",1
"2015-10-02 19:48:12.267193",1
"2015-10-02 19:49:25.187719",1
"2015-10-02 19:50:18.162268",1
"2015-10-02 19:51:10.132524",1
"2015-10-02 19:53:16.421817",1
"2015-10-02 19:59:44.578919",1
"2015-10-02 20:01:04.358220",1
"2015-10-02 20:02:24.844050",1
"2015-10-02 20:03:42.957151",1
"2015-10-02 20:06:19.230206",1
"2015-10-02 20:08:30.308942",1
"2015-10-02 20:16:21.074325",1
"2015-10-02 20:22:55.471318",1
"2015-10-02 20:28:08.347132",1
"2015-10-02 20:29:00.373926",1
"2015-10-02 20:29:06.987156",1
"2015-10-02 20:29:17.595514",1
"2015-10-02 20:29:45.029559",1
"2015-10-02 20:30:11.282064",1
"2015-10-02 20:30:17.954433",1
"2015-10-02 20:32:55.768343",1
"2015-10-02 20:33:46.324590",1
"2015-10-02 20:34:13.979896",1
"2015-10-02 20:35:01.116203",1
"2015-10-02 20:35:50.658713",1
"2015-10-02 20:36:11.019137",1
"2015-10-02 20:36:45.042088",1
"2015-10-02 20:41:51.196157",1
"2015-10-02 20:43:43.233610",1
"2015-10-02 20:46:06.784019",1
"2015-10-02 20:48:06.546368",1
"2015-10-02 20:49:08.652624",1
"2015-10-02 20:53:13.395074",1
"2015-10-02 20:55:29.798237",1
"2015-10-02 20:59:06.004232",1
"2015-10-02 21:01:30.288003",1
"2015-10-02 21:10:06.385370",1
"2015-10-02 21:10:25.782797",1
"2015-10-02 21:15:54.436142",1
"2015-10-02 21:16:23.704741",1
"2015-10-02 21:18:40.974408",1
"2015-10-02 21:19:11.916341",1
"2015-10-02 21:22:24.316533",1
"2015-10-02 21:22:37.299284",1
"2015-10-02 21:22:45.481970",1
"2015-10-02 21:24:09.295623",1
"2015-10-02 21:24:16.080758",1
"2015-10-02 21:24:33.854117",1
"2015-10-02 21:27:11.967216",1
"2015-10-02 21:29:10.903391",1
"2015-10-02 21:33:55.004430",1
"2015-10-02 21:35:49.590204",1
"2015-10-02 21:36:41.129236",1
"2015-10-02 21:37:17.794737",1
"2015-10-02 21:38:11.143211",1
"2015-10-02 21:38:20.942210",1
"2015-10-02 21:40:31.198670",1
"2015-10-02 21:41:27.473281",1
