dtg,count
"2015-09-15 15:47:44.594616",1
"2015-09-15 15:47:44.590018",1
"2015-09-15 15:51:13.244221",1
"2015-09-15 15:51:13.400183",1
"2015-09-15 15:51:13.241969",1
"2015-09-15 15:51:39.432274",1
"2015-09-15 15:51:39.442971",1
"2015-09-15 15:51:39.574086",1
"2015-09-15 15:52:43.625916",1
"2015-09-15 15:52:43.701437",1
"2015-09-15 15:53:22.371458",1
"2015-09-15 15:53:22.454058",1
"2015-09-15 15:54:20.332549",1
"2015-09-15 15:54:20.331070",1
"2015-09-15 15:55:17.375369",1
"2015-09-15 15:55:17.476445",1
"2015-09-15 15:56:13.316902",1
"2015-09-15 15:56:13.410706",1
"2015-09-15 15:56:34.605864",1
"2015-09-15 15:56:34.696138",1
"2015-09-15 15:57:32.055911",1
"2015-09-15 15:57:32.147122",1
"2015-09-15 15:58:06.832291",1
"2015-09-15 15:58:06.929345",1
"2015-09-15 15:58:18.994319",1
"2015-09-15 15:58:19.075949",1
"2015-09-15 15:58:33.855843",1
"2015-09-15 15:58:34.281509",1
"2015-09-15 15:58:42.749842",1
"2015-09-15 15:58:42.823975",1
"2015-09-16 12:44:56.007620",1
"2015-09-16 12:44:56.110828",1
"2015-09-16 12:46:08.743364",1
"2015-09-16 12:46:08.785080",1
"2015-09-16 12:47:52.431848",1
"2015-09-16 12:50:46.781980",1
"2015-09-16 12:51:04.672473",1
"2015-09-16 12:51:30.213939",1
"2015-09-16 12:52:30.980082",1
"2015-09-16 12:54:46.327428",1
"2015-09-16 12:54:54.241445",1
"2015-09-16 12:55:23.065648",1
"2015-09-16 12:56:17.562306",1
"2015-09-16 12:56:23.702579",1
"2015-09-16 12:56:29.808334",1
"2015-09-16 12:56:40.150279",1
"2015-09-16 12:56:47.012207",1
"2015-09-16 12:56:53.185580",1
"2015-09-16 13:06:56.931716",1
"2015-09-16 13:15:28.790328",1
"2015-09-16 13:18:10.601581",1
"2015-09-16 13:19:50.531852",1
"2015-09-16 13:20:22.178755",1
"2015-09-16 13:22:23.020121",1
"2015-09-16 13:23:24.180250",1
"2015-09-16 13:24:06.332567",1
"2015-09-16 13:30:19.191314",1
"2015-09-16 13:31:26.225035",1
"2015-09-16 13:31:33.284774",1
"2015-09-16 13:32:47.442182",1
"2015-09-16 13:35:53.017263",1
"2015-09-16 13:42:58.959593",1
"2015-09-16 13:58:29.796139",1
"2015-09-16 13:59:57.121046",1
"2015-09-16 14:03:58.175688",1
"2015-09-16 14:06:36.539512",1
"2015-09-16 14:07:57.692687",1
"2015-09-16 14:12:08.237860",1
"2015-09-16 14:14:21.058927",1
"2015-09-16 14:17:15.247937",1
"2015-09-16 14:19:05.057108",1
"2015-09-16 14:22:32.563394",1
"2015-09-16 14:22:58.794463",1
"2015-09-16 14:23:20.396109",1
"2015-09-16 14:23:55.884990",1
"2015-09-16 14:24:28.615366",1
"2015-09-16 14:24:46.999938",1
"2015-09-16 14:24:56.162157",1
"2015-09-16 14:26:55.099313",1
"2015-09-16 14:27:04.191947",1
"2015-09-16 14:27:28.849781",1
"2015-09-16 14:29:26.636127",1
"2015-09-16 14:34:35.909461",1
"2015-09-16 14:44:12.762929",1
"2015-09-16 14:53:20.399244",1
"2015-09-16 14:55:27.346439",1
"2015-09-16 14:55:39.691520",1
"2015-09-16 14:56:46.891896",1
"2015-09-16 14:57:16.572345",1
"2015-09-16 14:59:05.004475",1
"2015-09-16 15:04:56.919360",1
"2015-09-16 15:19:47.673014",1
"2015-09-16 15:23:36.223244",1
"2015-09-16 15:26:57.526055",1
"2015-09-16 15:28:10.731533",1
"2015-09-16 15:28:23.667388",1
"2015-09-16 15:28:35.486422",1
"2015-09-16 15:28:48.158013",1
"2015-09-16 15:28:59.878658",1
