dtg,mac,rssi,ssid,oui,count
"2015-09-16 15:28:44.711996",c4:9a:02:79:95:55,-73,_Badoo_Free_WiFi,"LG Electronics (Mobile Communicaitons)",
"2015-09-16 15:28:44.881539",c4:9a:02:79:95:55,-75,_Badoo_Free_WiFi,"LG Electronics (Mobile Communicaitons)",
"2015-09-16 15:29:19.659949",56:c4:8b:77:57:85,-69,<None>,"Admin OUI",
"2015-09-16 15:29:24.131280",d4:37:d7:94:d6:8a,-79,<None>,"zte corporation",
"2015-09-16 15:29:37.085860",7a:7a:42:ce:0b:44,-75,<None>,"Admin OUI",
"2015-09-16 15:29:40.080323",00:1a:4d:3e:22:35,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:29:48.590792",00:1a:4d:3e:22:35,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:29:48.868770",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 15:30:15.763709",60:f8:1d:a7:ed:4c,-61,nyu,Apple,
"2015-09-16 15:30:15.823039",60:f8:1d:a7:ed:4c,-61,<None>,Apple,
"2015-09-16 15:30:15.879313",60:f8:1d:a7:ed:4c,-51,<None>,Apple,
"2015-09-16 15:30:16.628245",00:1a:4d:3e:22:35,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:30:19.168522",60:f8:1d:a7:ed:4c,-57,nyu,Apple,
"2015-09-16 15:30:19.223189",60:f8:1d:a7:ed:4c,-51,nyu,Apple,
"2015-09-16 15:30:36.180829",00:1a:4d:3e:22:35,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:30:38.742898",6c:88:14:66:1d:ec,-73,nyu,"Intel Corporate",
"2015-09-16 15:30:38.796576",6c:88:14:66:1d:ec,-73,<None>,"Intel Corporate",
"2015-09-16 15:31:02.577262",40:a6:d9:ab:ed:71,-77,<None>,Apple,
"2015-09-16 15:31:18.165341",00:1a:4d:3e:22:35,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:31:20.162947",64:9a:be:67:8b:45,-81,eduroam,Apple,
"2015-09-16 15:31:21.558557",14:1a:a3:d3:8c:97,-75,CableWiFi,Error,
"2015-09-16 15:31:27.677625",d8:cf:9c:0b:7d:c4,-41,nyu,Apple,
"2015-09-16 15:31:27.735011",00:1a:4d:3e:22:35,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:31:32.204865",00:1a:4d:3e:22:35,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:31:46.579620",d8:cf:9c:0b:7d:c4,-73,nyu,Apple,
"2015-09-16 15:32:04.989025",24:77:03:6f:04:80,-77,TransCare,"Intel Corporate",
"2015-09-16 15:32:11.743815",f4:f1:e1:b8:8e:65,-73,<None>,"Motorola Mobility LLC",
"2015-09-16 15:32:11.809357",f4:f1:e1:b8:8e:65,-77,<None>,"Motorola Mobility LLC",
"2015-09-16 15:32:14.293775",00:1a:4d:3e:22:35,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:32:34.752889",58:3f:54:ce:42:d3,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 15:32:41.319706",56:c4:8b:77:57:85,-71,<None>,"Admin OUI",
"2015-09-16 15:32:47.042622",00:1a:4d:3e:22:35,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:32:47.103603",00:1a:4d:3e:22:35,-75,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:32:59.579792",ca:a2:e3:72:51:51,-69,<None>,"Admin OUI",
"2015-09-16 15:33:00.221927",00:1a:4d:3e:22:35,-71,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:33:00.273374",00:1a:4d:3e:22:35,-77,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:33:00.322143",00:1a:4d:3e:22:35,-71,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:33:22.471110",56:c4:8b:77:57:85,-71,<None>,"Admin OUI",
"2015-09-16 15:33:41.850252",0c:8b:fd:57:eb:cb,-79,<None>,"Intel Corporate",
"2015-09-16 15:34:09.536190",bc:4c:c4:b0:cd:21,-75,<None>,Apple,
"2015-09-16 15:34:10.271731",10:a5:d0:f0:c1:22,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-16 15:34:10.612187",10:41:7f:7f:b3:64,-77,<None>,"Apple Inc",
"2015-09-16 15:34:18.843364",10:41:7f:95:f2:51,-71,nyu,"Apple Inc",
"2015-09-16 15:34:54.303421",bc:4c:c4:b0:cd:21,-77,<None>,Apple,
"2015-09-16 15:35:12.800601",6c:88:14:66:1d:ec,-73,<None>,"Intel Corporate",
"2015-09-16 15:35:12.847378",6c:88:14:66:1d:ec,-75,nyu,"Intel Corporate",
"2015-09-16 15:35:12.899721",6c:88:14:66:1d:ec,-73,<None>,"Intel Corporate",
"2015-09-16 15:35:33.906912",56:c4:8b:77:57:85,-69,<None>,"Admin OUI",
"2015-09-16 15:35:39.833558",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:35:39.881040",74:c2:46:d8:41:62,-77,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:35:39.936492",0c:8b:fd:57:eb:cb,-81,nyu,"Intel Corporate",
"2015-09-16 15:35:39.987634",0c:8b:fd:57:eb:cb,-79,<None>,"Intel Corporate",
"2015-09-16 15:35:50.280331",32:05:38:45:23:c5,-67,<None>,"Admin OUI",
"2015-09-16 15:35:50.693114",74:c2:46:d8:41:62,-75,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:35:50.750090",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:35:50.802798",74:c2:46:d8:41:62,-73,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:35:50.848703",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:35:59.524994",74:c2:46:d8:41:62,-77,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:35:59.875109",74:c2:46:d8:41:62,-77,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:36:20.024804",48:e9:f1:b7:0d:1a,-69,<None>,Apple,
"2015-09-16 15:36:20.794519",6c:88:14:66:1d:ec,-73,nyu,"Intel Corporate",
"2015-09-16 15:36:24.360211",74:c2:46:d8:41:62,-77,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:36:35.027930",50:55:27:aa:9c:a9,-77,<None>,Error,
"2015-09-16 15:36:51.442528",e8:50:8b:a4:34:7f,-79,<None>,Error,
"2015-09-16 15:36:51.828181",e8:50:8b:a4:34:7f,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 15:36:53.440507",48:e9:f1:b7:0d:1a,-67,<None>,Apple,
"2015-09-16 15:37:04.731178",b0:e0:3c:17:89:7b,-79,<None>,"TCT mobile ltd",
"2015-09-16 15:37:05.861239",70:8d:09:e7:50:29,-73,E36107,"Nokia Corporation",
"2015-09-16 15:37:05.892819",70:8d:09:e7:50:29,-77,CFC_Guest_2Ghz,"Nokia Corporation",
"2015-09-16 15:37:05.928423",70:8d:09:e7:50:29,-73,"UCS Public Internet","Nokia Corporation",
"2015-09-16 15:37:10.510572",e8:50:8b:a4:34:7f,-79,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 15:37:10.930228",74:c2:46:d8:41:62,-77,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:37:16.747589",0c:8b:fd:57:eb:cb,-77,nyu,"Intel Corporate",
"2015-09-16 15:37:18.100878",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 15:37:35.144329",b0:e0:3c:17:89:7b,-75,<None>,"TCT mobile ltd",
"2015-09-16 15:37:35.598808",b0:e0:3c:17:89:7b,-75,<None>,"TCT mobile ltd",
"2015-09-16 15:37:41.772365",dc:37:14:46:cf:e4,-73,<None>,"Apple, Inc.",
"2015-09-16 15:37:48.894597",c2:ed:07:af:cb:f4,-67,<None>,"Admin OUI",
"2015-09-16 15:37:48.948613",c2:ed:07:af:cb:f4,-69,<None>,"Admin OUI",
"2015-09-16 15:38:05.270160",32:05:38:45:23:c5,-67,<None>,"Admin OUI",
"2015-09-16 15:38:11.198415",74:c2:46:d8:41:62,-75,<None>,"Amazon Technologies Inc.",
"2015-09-16 15:38:11.260711",74:c2:46:d8:41:62,-71,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:38:12.552994",74:c2:46:d8:41:62,-77,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:38:12.725552",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:38:12.962697",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:38:13.015070",74:c2:46:d8:41:62,-75,ImpreMedia,"Amazon Technologies Inc.",
"2015-09-16 15:38:34.361854",c2:ed:07:af:cb:f4,-67,<None>,"Admin OUI",
"2015-09-16 15:38:35.953208",6c:88:14:66:1d:ec,-73,nyu,"Intel Corporate",
"2015-09-16 15:38:55.217751",90:3c:92:85:38:bd,-71,nyu,Apple,
"2015-09-16 15:38:55.722419",a4:5e:60:bb:24:f7,-69,nyu,Apple,
"2015-09-16 15:38:57.422571",54:26:96:d0:54:cb,-71,<None>,Apple,
"2015-09-16 15:39:20.543974",54:26:96:d0:54:cb,-73,nyu,Apple,
"2015-09-16 15:39:20.617539",54:26:96:d0:54:cb,-73,<None>,Apple,
"2015-09-16 15:39:23.706486",54:26:96:d0:54:cb,-75,nyu,Apple,
"2015-09-16 15:39:24.528000",c2:ed:07:af:cb:f4,-75,<None>,"Admin OUI",
"2015-09-16 15:39:25.264562",24:77:03:6f:04:80,-75,<None>,"Intel Corporate",
"2015-09-16 15:39:36.694638",0c:8b:fd:57:eb:cb,-77,<None>,"Intel Corporate",
"2015-09-16 15:39:44.794681",90:b6:86:f3:d5:94,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-16 15:39:50.204894",10:41:7f:95:f2:51,-79,<None>,"Apple Inc",
"2015-09-16 15:39:50.501778",10:41:7f:95:f2:51,-73,nyu,"Apple Inc",
"2015-09-16 15:40:17.092752",90:68:c3:7b:39:41,-77,nadege,Error,
"2015-09-16 15:40:19.978612",0c:8b:fd:57:eb:cb,-81,nyu,"Intel Corporate",
"2015-09-16 15:40:29.756000",c2:ed:07:af:cb:f4,-69,<None>,"Admin OUI",
"2015-09-16 15:40:31.607862",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 15:40:51.929526",0c:8b:fd:57:eb:cb,-75,<None>,"Intel Corporate",
"2015-09-16 15:41:08.777904",0c:8b:fd:57:eb:cb,-79,<None>,"Intel Corporate",
"2015-09-16 15:41:11.390407",00:24:1d:bb:07:41,-79,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:11.441206",00:24:1d:bb:07:41,-75,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:14.896283",c2:ed:07:af:cb:f4,-73,<None>,"Admin OUI",
"2015-09-16 15:41:16.800633",00:24:1d:bb:07:41,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:17.067968",90:b6:86:7c:a2:17,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-16 15:41:17.124289",00:24:1d:bb:07:41,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:17.172016",00:24:1d:bb:07:41,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:17.352849",00:24:1d:bb:07:41,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:41:21.727840",60:af:6d:e0:64:a4,-75,<None>,Error,
"2015-09-16 15:41:24.483803",78:d6:f0:17:96:58,-75,<None>,"Samsung Electro Mechanics",
"2015-09-16 15:41:24.546700",0c:8b:fd:57:eb:cb,-75,<None>,"Intel Corporate",
"2015-09-16 15:41:25.280367",78:52:1a:27:bd:64,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:41:25.330198",78:52:1a:27:bd:64,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:41:28.640701",f0:72:8c:d2:f3:40,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:41:35.781293",0c:8b:fd:57:eb:cb,-75,<None>,"Intel Corporate",
"2015-09-16 15:41:44.729339",90:68:c3:df:11:91,-77,<None>,"Motorola Mobility LLC",
"2015-09-16 15:41:48.695716",0c:8b:fd:57:eb:cb,-79,nyu,"Intel Corporate",
"2015-09-16 15:41:53.775060",0c:8b:fd:57:eb:cb,-77,nyu,"Intel Corporate",
"2015-09-16 15:41:53.825415",0c:8b:fd:57:eb:cb,-77,nyu,"Intel Corporate",
"2015-09-16 15:41:55.894963",90:3c:92:85:38:bd,-73,nyu,Apple,
"2015-09-16 15:42:05.123936",da:6a:5a:5a:16:b9,-75,<None>,"Admin OUI",
"2015-09-16 15:42:09.548582",0c:8b:fd:57:eb:cb,-75,nyu,"Intel Corporate",
"2015-09-16 15:42:22.633007",34:4d:f7:19:ba:21,-75,<None>,"LG Electronics",
"2015-09-16 15:42:26.883211",a8:a6:68:ad:10:6c,-77,<None>,"zte corporation",
"2015-09-16 15:42:40.864635",bc:4c:c4:b0:cd:21,-75,<None>,Apple,
"2015-09-16 15:43:05.499575",00:24:1d:bb:07:41,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:43:07.478201",1c:99:4c:3a:8b:bd,-77,"google starbuck","Murata Manufactuaring Co.,Ltd.",
"2015-09-16 15:43:07.530091",1c:99:4c:3a:8b:bd,-73,"google starbuck","Murata Manufactuaring Co.,Ltd.",
"2015-09-16 15:43:07.579197",1c:99:4c:3a:8b:bd,-77,<None>,"Murata Manufactuaring Co.,Ltd.",
"2015-09-16 15:43:13.897811",00:24:1d:bb:07:41,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:43:13.947917",34:23:ba:41:c3:59,-79,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 15:43:14.548751",6a:d2:a8:32:19:ae,-67,<None>,"Admin OUI",
"2015-09-16 15:43:18.017485",be:ad:59:89:b4:94,-55,<None>,"Admin OUI",
"2015-09-16 15:43:20.612431",00:24:1d:bb:07:41,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:43:20.665277",00:24:1d:bb:07:41,-73,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:43:27.333235",c2:ed:07:af:cb:f4,-73,<None>,"Admin OUI",
"2015-09-16 15:43:27.388668",c2:ed:07:af:cb:f4,-77,<None>,"Admin OUI",
"2015-09-16 15:44:23.564315",24:77:03:6f:04:80,-73,<None>,"Intel Corporate",
"2015-09-16 15:44:23.618847",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 15:44:46.467988",1c:99:4c:3a:8b:bd,-75,"google starbuck","Murata Manufactuaring Co.,Ltd.",
"2015-09-16 15:44:46.514280",1c:99:4c:3a:8b:bd,-75,<None>,"Murata Manufactuaring Co.,Ltd.",
"2015-09-16 15:44:53.998632",90:68:c3:df:11:91,-77,<None>,"Motorola Mobility LLC",
"2015-09-16 15:45:09.563775",86:1b:48:83:93:50,-75,<None>,"Admin OUI",
"2015-09-16 15:45:13.098305",0c:8b:fd:57:eb:cb,-77,<None>,"Intel Corporate",
"2015-09-16 15:45:22.572663",6c:88:14:66:1d:ec,-73,<None>,"Intel Corporate",
"2015-09-16 15:45:29.536706",6a:d2:a8:32:19:ae,-69,<None>,"Admin OUI",
"2015-09-16 15:45:48.939674",cc:3a:61:24:90:1d,-75,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-16 15:45:48.990923",cc:3a:61:24:90:1d,-79,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-16 15:46:14.197204",78:e8:b6:48:9c:cc,-71,CableWiFi,"zte corporation",
"2015-09-16 15:46:14.245278",78:e8:b6:48:9c:cc,-73,CableWiFi,"zte corporation",
"2015-09-16 15:46:32.962790",c2:ed:07:af:cb:f4,-69,<None>,"Admin OUI",
"2015-09-16 15:47:25.135483",c2:ed:07:af:cb:f4,-73,<None>,"Admin OUI",
"2015-09-16 15:47:25.896402",54:4e:90:8d:a7:62,-75,<None>,Unknown,
"2015-09-16 15:47:27.368771",50:f0:d3:6a:79:30,-81,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:47:28.095418",a0:39:f7:6a:07:5a,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 15:47:38.632789",24:77:03:6f:04:80,-75,<None>,"Intel Corporate",
"2015-09-16 15:47:38.683913",24:77:03:6f:04:80,-75,TransCare,"Intel Corporate",
"2015-09-16 15:47:44.524782",6a:d2:a8:32:19:ae,-71,<None>,"Admin OUI",
"2015-09-16 15:47:45.446995",9a:c4:f2:0e:8c:93,-73,<None>,"Admin OUI",
"2015-09-16 15:47:46.253807",d4:37:d7:86:5d:7b,-75,<None>,"zte corporation",
"2015-09-16 15:47:46.309292",50:f0:d3:6a:79:30,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:47:47.958555",bc:3b:af:20:7e:ee,-63,AMNH-PUBLIC-WIFI,Apple,
"2015-09-16 15:47:48.014816",bc:3b:af:20:7e:ee,-67,DontYouDare,Apple,
"2015-09-16 15:47:48.065698",bc:3b:af:20:7e:ee,-69,2WIRE067,Apple,
"2015-09-16 15:47:48.114335",bc:3b:af:20:7e:ee,-67,TALKTALK-AC170D,Apple,
"2015-09-16 15:47:52.411849",bc:3b:af:20:7e:ee,-63,<None>,Apple,
"2015-09-16 15:48:02.442548",ae:19:9c:2c:db:0a,-77,<None>,"Admin OUI",
"2015-09-16 15:48:14.288384",c2:ed:07:af:cb:f4,-71,<None>,"Admin OUI",
"2015-09-16 15:48:28.290343",0c:8b:fd:57:eb:cb,-79,nyu,"Intel Corporate",
"2015-09-16 15:48:44.995452",6c:88:14:66:1d:ec,-75,<None>,"Intel Corporate",
"2015-09-16 15:48:45.044415",6c:88:14:66:1d:ec,-75,nyu,"Intel Corporate",
"2015-09-16 15:48:45.096175",6c:88:14:66:1d:ec,-73,<None>,"Intel Corporate",
"2015-09-16 15:48:47.245987",e0:b5:2d:33:6b:2a,-77,<None>,Apple,
"2015-09-16 15:49:08.106548",e0:cb:1d:b5:29:3d,-71,<None>,PRIVATE,
"2015-09-16 15:49:11.310858",40:0e:85:10:1f:ab,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-16 15:49:22.230526",7e:3a:44:ce:68:40,-77,<None>,"Admin OUI",
"2015-09-16 15:49:53.618084",6c:88:14:66:1d:ec,-75,<None>,"Intel Corporate",
"2015-09-16 15:49:57.968208",34:12:98:e3:84:7f,-75,ImpreMedia,Apple,
"2015-09-16 15:50:00.558690",2e:a7:31:df:9e:b2,-73,<None>,"Admin OUI",
"2015-09-16 15:50:19.782438",88:c9:d0:bb:45:f3,-79,<None>,"LG Electronics",
"2015-09-16 15:50:29.413832",00:1d:7d:4b:60:8e,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:50:31.888899",00:1d:7d:4b:60:8e,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:50:33.426590",50:f0:d3:46:91:22,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:33.819695",54:26:96:d0:54:cb,-61,nyu,Apple,
"2015-09-16 15:50:33.868753",54:26:96:d0:54:cb,-61,<None>,Apple,
"2015-09-16 15:50:37.129708",54:26:96:d0:54:cb,-59,nyu,Apple,
"2015-09-16 15:50:38.217117",50:f0:d3:46:91:22,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:38.267509",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:40.755502",bc:3b:af:20:7e:ee,-69,nyu,Apple,
"2015-09-16 15:50:43.240275",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:43.292818",50:f0:d3:46:91:22,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:48.246266",50:f0:d3:46:91:22,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:48.302294",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:53.286061",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:53.335901",50:f0:d3:46:91:22,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:56.079899",00:1d:7d:4b:60:8e,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:50:58.378927",50:f0:d3:46:91:22,-75,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:50:59.713772",22:aa:2d:0d:d6:ad,-75,<None>,"Admin OUI",
"2015-09-16 15:51:03.338609",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:03.395986",50:f0:d3:46:91:22,-71,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:08.344289",50:f0:d3:46:91:22,-73,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:08.412055",50:f0:d3:46:91:22,-71,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:13.356660",50:f0:d3:46:91:22,-77,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:18.417420",50:f0:d3:46:91:22,-71,<None>,"Samsung Electronics Co.,Ltd",
"2015-09-16 15:51:24.130916",00:1d:7d:4b:60:8e,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:51:35.247497",54:26:96:d0:54:cb,-57,<None>,Apple,
"2015-09-16 15:51:35.497167",54:26:96:d0:54:cb,-59,<None>,Apple,
"2015-09-16 15:51:38.408807",54:26:96:d0:54:cb,-55,<None>,Apple,
"2015-09-16 15:51:38.464099",54:26:96:d0:54:cb,-57,<None>,Apple,
"2015-09-16 15:51:41.650561",54:26:96:d0:54:cb,-55,<None>,Apple,
"2015-09-16 15:51:46.244851",a0:39:f7:11:a7:e1,-79,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 15:52:17.999132",be:ad:59:89:b4:94,-57,<None>,"Admin OUI",
"2015-09-16 15:52:35.428121",c0:bd:d1:51:77:46,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 15:52:44.283187",c2:ed:07:af:cb:f4,-73,<None>,"Admin OUI",
"2015-09-16 15:52:44.342929",c2:ed:07:af:cb:f4,-77,<None>,"Admin OUI",
"2015-09-16 15:52:58.089470",00:1a:4d:3f:b0:08,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-16 15:53:04.855125",ba:7b:76:93:4c:64,-71,<None>,"Admin OUI",
"2015-09-16 15:53:21.471328",6c:88:14:66:1d:ec,-75,<None>,"Intel Corporate",
"2015-09-16 15:53:45.127079",34:12:98:e3:84:7f,-75,<None>,Apple,
"2015-09-16 15:53:45.701956",34:12:98:e3:84:7f,-77,ImpreMedia,Apple,
"2015-09-16 15:53:48.247207",0c:8b:fd:57:eb:cb,-79,<None>,"Intel Corporate",
"2015-09-16 15:54:22.216482",ec:1d:7f:8b:6f:02,-79,<None>,"zte corporation",
"2015-09-16 15:54:22.378520",ec:1d:7f:8b:6f:02,-77,<None>,"zte corporation",
"2015-09-16 15:54:50.109757",c0:bd:d1:4a:26:65,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-16 15:54:57.415357",e0:9d:31:5f:8c:c0,-77,<None>,"Intel Corporate",
"2015-09-16 15:54:59.280339",c2:ed:07:af:cb:f4,-75,<None>,"Admin OUI",
"2015-09-16 15:54:59.333000",c2:ed:07:af:cb:f4,-73,<None>,"Admin OUI",
"2015-09-16 15:55:07.861442",70:3e:ac:a2:c3:5b,-77,<None>,Apple,
"2015-09-16 15:55:34.198311",78:6c:1c:23:f6:04,-79,842EDA,Apple,
"2015-09-16 15:55:35.798591",d6:5c:4d:6f:80:b5,-71,<None>,"Admin OUI",
"2015-09-16 15:55:44.892221",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 15:55:54.875355",a8:a6:68:30:aa:ac,-75,<None>,"zte corporation",
"2015-09-16 15:55:54.931809",a8:a6:68:30:aa:ac,-73,<None>,"zte corporation",
"2015-09-16 15:56:16.972266",f8:95:c7:fa:bb:88,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-16 15:56:26.169573",c4:9a:02:26:3c:fd,-79,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-16 15:56:27.094124",34:12:98:e3:84:7f,-75,ImpreMedia,Apple,
"2015-09-16 15:56:32.552068",80:01:84:59:d7:03,-75,<None>,"HTC Corporation",
"2015-09-16 15:56:35.568547",40:78:6a:da:b4:a7,-79,<None>,"Motorola Mobility LLC",
"2015-09-16 15:56:49.115200",6c:88:14:66:1d:ec,-75,<None>,"Intel Corporate",
"2015-09-16 15:56:49.930978",24:77:03:6f:04:80,-77,<None>,"Intel Corporate",
"2015-09-16 15:56:53.868853",b6:79:ce:eb:d0:3c,-75,<None>,"Admin OUI",
"2015-09-16 15:57:01.049156",c2:ed:07:af:cb:f4,-69,<None>,"Admin OUI",
"2015-09-16 15:57:01.082388",c2:ed:07:af:cb:f4,-69,<None>,"Admin OUI",
"2015-09-16 15:57:03.940304",d4:8f:33:e7:27:a7,-75,<None>,"Microsoft Corporation",
"2015-09-16 15:57:05.363616",d4:8f:33:e7:27:a7,-81,C99FC4,"Microsoft Corporation",
"2015-09-16 15:57:05.526013",d6:5c:4d:6f:80:b5,-75,<None>,"Admin OUI",
"2015-09-16 15:57:10.370970",0c:8b:fd:57:eb:cb,-77,nyu,"Intel Corporate",
"2015-09-16 15:57:14.503433",64:5a:04:b1:e0:a2,-75,nyu,"Chicony Electronics Co., Ltd.",
"2015-09-16 15:57:34.836041",ba:7b:76:93:4c:64,-69,<None>,"Admin OUI",
"2015-09-16 15:57:37.249056",a4:5e:60:c3:eb:23,-71,lehman_college,Apple,
"2015-09-16 15:57:58.155972",6c:88:14:66:1d:ec,-75,<None>,"Intel Corporate",
"2015-09-16 15:57:58.259142",6c:88:14:66:1d:ec,-73,nyu,"Intel Corporate",
"2015-09-16 15:58:07.387249",64:89:9a:65:6f:f5,-75,<None>,"LG Electronics",
"2015-09-16 15:58:09.262384",78:7e:61:85:70:a0,-75,ImpreMedia,Apple,
"2015-09-16 15:58:10.172989",cc:3a:61:3d:96:99,-83,attwifibn,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-16 15:58:17.355186",d8:cf:9c:0b:7d:c4,-57,nyu,Apple,
